Descrição;Cód. Contabil;Fonte;Órgão;Rubrica;Aplicação;Valor Orçado Atualizado;Valor Orçado;Valor Creditado;Valor Debitado;Valor Arrecadado
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.08.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1159";"5000026 - INDICE DE GESTAO DESCENTRALIZADA DO SUAS STN 660";"13.000,00";"13.000,00";"13.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"207";"3010001 - FNS AB - EQUIPES MULTIPROFISSIONAISSAÚDE/APS";"0,00";"0,00";"459.000,00";"0,00";"744.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"299";"8000113 - FNS AP- INC. CUSTEIO - PT 7860/25 EM. 44440001 DEP. PAULO ALEXANDRE BARBOSA STN 706";"0,00";"0,00";"200.000,00";"0,00";"200.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"244";"2860000 - FNDE - PNATE CRECHE - PROGRAMA NACIONAL TRANSPORTE ESCOLAR - STN 553";"70.000,00";"70.000,00";"87.778,09";"0,00";"17.778,09"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1434";"3030067 - FNS VS-DESENV. AÇÕES CONTING. VIG.E PREV. .ENDEMIAS C/ ÊNF.ARBOVIROSES - PT. GM/MS 2298/23 STN 600";"1.000,00";"1.000,00";"1.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"100";"3120021 - MINC - FAF LC 195/23 (PAULO GUSTAVO) - OUTROS GND 3 - STN 602";"0,00";"0,00";"190,41";"190,41";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.08.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1157";"5000019 - BPC - QUESTIONARIO A SER APLICADO STN 660";"1.000,00";"1.000,00";"1.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1661";"3010003 - FNS AB - INCENT. ADICIONAL IMPLANTAÇÃO EQUIPE- EAP";"43.200,00";"43.200,00";"43.200,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"104";"3010032 - FNS AB-INC.ADICIONAL PROGR.SAUDE BUCAL-PSB STN 600";"14.000,00";"14.000,00";"14.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"276";"3020022 - FNS - MAC - CUSTEIO OCI PT 7968/25 - GND 3 IND MARCOS PEREIRA PR 63000684262202500 STN 621";"0,00";"0,00";"500.000,00";"0,00";"500.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"12";"1000175 - MINC - FAF LC 14399/22 POLÍTICA NACIONAL ALDIR BLANC - PNAB STN 716";"0,00";"0,00";"43.368,05";"0,00";"43.368,05"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1439";"3010015 - FNS AP -  Custeio Atividade Fisica APS STN 600";"264.000,00";"264.000,00";"265.000,00";"0,00";"1.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"189";"5000042 - BLOCO PROTECAO SOCIAL BASICA - PSB STN 660";"0,00";"0,00";"79.589,66";"0,00";"79.589,66"
"6 - Outras Fontes De Recursos";"4.4.5.2.1.00.00";"6 - OUTRAS FONTES DE RECURSOS";"-";"183";"5000007 - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS";"0,00";"0,00";"4.732,14";"0,00";"4.732,14"
"6 - Outras Fontes De Recursos";"4.5.2.4.4.00.00";"6 - OUTRAS FONTES DE RECURSOS";"24 - SECRETARIA DE SAUDE";"1442";"3000107 - FUND MUN DE PROTEC E BEM-ESTAR ANIMAL-FUBEM";"8.000,00";"8.000,00";"10.652,33";"0,00";"6.147,33"
"6 - Outras Fontes De Recursos";"4.4.5.2.1.00.00";"6 - OUTRAS FONTES DE RECURSOS";"-";"186";"5000023 - CONVENIO MRS LOGISTICA S.A - ALUGUEL SOCIAL";"0,00";"0,00";"54,10";"0,00";"54,10"
"6 - Outras Fontes De Recursos";"4.5.8.1.1.00.00";"6 - OUTRAS FONTES DE RECURSOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1441";"1000029 - FEBOM - FUNDO ESP. DE MANUT. DO CORPO DE BOMBEIROS - LEI 4.530/2011";"20.000,00";"20.000,00";"26.480,00";"0,00";"13.995,00"
"6 - Outras Fontes De Recursos";"4.5.1.1.2.04.00";"6 - OUTRAS FONTES DE RECURSOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1444";"5000000 - ASSISTENCIA SOCIAL";"0,00";"0,00";"4.554,00";"0,00";"4.554,00"
"7 - Operações De Credito";"4.4.5.2.1.00.00";"7 - OPERAÇÕES DE CREDITO";"29 - SECRETARIA DE EDUCACAO";"28";"1000034 - PROGR.MELHORIA MOBILIDADE URBANA E SOCIAMBIENTAL";"0,00";"0,00";"9,39";"0,58";"10,40"
"7 - Operações De Credito";"4.4.5.2.1.00.00";"7 - OPERAÇÕES DE CREDITO";"-";"215";"1000071 - OCI - FINISA CT 0520949 DV70 -  ILUMINAÇÃO PUBLICA/INFRAESTRUTURA E SANEAMENTO - STN 754";"0,00";"0,00";"7.879,45";"0,00";"7.879,45"
"Total:";"";"";"";"";"";"1.865.000.000,00";"1.865.000.000,00";"";"";"1.370.906.772,34"
"1"
